class,img_id,aopc,max_sensitivity
any,ID_9dc584946,0.3563572816550732,16.421125411987305
any,ID_12eb335cc,0.564690288901329,13.784872055053711
any,ID_43560fdf4,0.7990407522767782,7.710018634796143
any,ID_a5752402c,0.16027020290493965,18.749296188354492
any,ID_d34a5e341,0.5866159744560718,29.808544158935547
any,ID_3b5fb7a39,0.7295494757592678,4.298438549041748
any,ID_9080a4cc6,0.15332470014691352,38.735252380371094
any,ID_4246d2274,0.5047968171536923,37.77286148071289
any,ID_c7cef0a1b,0.4902503043413162,18.695114135742188
any,ID_83e5e3c5e,0.2846179522573948,21.667573928833008
any,ID_b5c040f57,0.48332095742225645,10.155193328857422
any,ID_4622d81b4,0.43858767226338385,28.086688995361328
any,ID_74a3ec958,0.30617711916565893,12.912205696105957
any,ID_1221e3838,0.5217374011874198,44.104583740234375
any,ID_96d06809c,0.13955130949616432,39.49348449707031
any,ID_2f5a21bf1,0.46525930389761927,16.031597137451172
any,ID_70f625646,0.5649570785462856,7.054646968841553
epidural,ID_24a9a1cc7,0.44251104795839635,7.875512599945068
epidural,ID_21af424dd,0.26646562372334304,31.521686553955078
epidural,ID_269e5d317,0.1918087133206427,22.433704376220703
epidural,ID_a17e62ac4,0.5547849750611931,17.745588302612305
epidural,ID_a4152d863,0.46836485816165807,37.03860092163086
epidural,ID_422f9caa1,0.19903037007898092,10.495981216430664
epidural,ID_51c26dfc8,0.4616582402959466,15.873632431030273
epidural,ID_69340d0a5,0.6331095373840071,13.816851615905762
epidural,ID_c2b31c1e0,0.4249858801718801,17.414350509643555
epidural,ID_0939804b9,0.21827109213918447,12.183867454528809
epidural,ID_ffd4cf367,0.48807719703763724,29.000076293945312
epidural,ID_7dd9074dd,0.5645625135395675,21.67304801940918
epidural,ID_b89bbf4a3,0.30163609981536865,6.989067077636719
epidural,ID_ee57428ac,0.2814316559582949,19.658023834228516
epidural,ID_f3ad05c1d,0.3469807211309671,13.027375221252441
epidural,ID_2edb42f2f,0.27651630584150555,17.070436477661133
epidural,ID_5646525e7,0.18924803441623225,16.871557235717773
epidural,ID_3d7573a48,0.200492234993726,15.574202537536621
epidural,ID_70eee8186,0.6051159933675081,20.049453735351562
epidural,ID_0a8fbf110,0.5496313338866458,12.085517883300781
epidural,ID_0e4b6629d,0.2156160166603513,11.152031898498535
epidural,ID_0d9807d85,0.27776399039430544,12.558921813964844
epidural,ID_cd69f3f71,0.3436658756574616,23.673181533813477
epidural,ID_7deac4997,0.2000314258504659,20.711273193359375
epidural,ID_93cb2f54c,0.2782974570756778,30.14716339111328
epidural,ID_ecb8167dd,0.36261011633323503,20.66631317138672
epidural,ID_7d9112223,0.5003493977710605,9.625112533569336
epidural,ID_4719acd7e,0.19017479289323092,18.7831974029541
epidural,ID_e7f3a6507,0.1187720955349505,30.82658576965332
epidural,ID_f02768e0e,0.36155683975666764,14.940511703491211
epidural,ID_0ec348d24,0.2109983439790085,6.1751885414123535
epidural,ID_b66c68c0a,0.26074132821522655,23.771160125732422
epidural,ID_6cdfc23df,0.32030703336931765,17.325353622436523
epidural,ID_79d99c318,0.16769674436072818,10.964760780334473
epidural,ID_7fadd5e0a,0.36643603441043526,13.66061019897461
epidural,ID_da5e8855b,0.26752696027979256,26.649520874023438
epidural,ID_b9d2a99ea,0.19788994835689663,21.243532180786133
epidural,ID_2b5155098,0.4165816647466272,9.000858306884766
epidural,ID_29e21854b,0.34715342107228936,24.229095458984375
epidural,ID_76ebda288,0.22635685303248465,25.11226463317871
epidural,ID_00178eb80,0.15514491786016152,17.543476104736328
epidural,ID_221b0df70,0.48981950236484406,23.0458984375
epidural,ID_b3cd771b0,0.3506142947124317,13.42428970336914
epidural,ID_66140d325,0.17033007092541083,25.940004348754883
epidural,ID_b688f87ec,0.2613526065440965,15.676548957824707
epidural,ID_add4ba572,0.5621465676929802,18.927108764648438
epidural,ID_48ef5f1ec,0.22783800917677582,22.97892189025879
epidural,ID_506ac2192,0.44050086367642505,21.03971290588379
epidural,ID_429715e74,0.5602132141590118,12.90506649017334
epidural,ID_340b3cf62,0.38903419981943443,9.654275894165039
intraparenchymal,ID_eb3fb6f02,0.6437316136434674,3.043206214904785
intraparenchymal,ID_ede399bf1,0.7804553681984544,14.401019096374512
intraparenchymal,ID_8c959dd8b,0.9250512059777976,1.5871555805206299
intraparenchymal,ID_0af5b9571,0.6465102682355791,7.335316181182861
intraparenchymal,ID_95d7b5960,0.39316290207207205,4.823084354400635
intraparenchymal,ID_c8d96c715,0.47489492036402225,26.573974609375
intraparenchymal,ID_5e08688e1,0.9556582608260215,3.282226085662842
intraparenchymal,ID_8a8da7d04,0.3416579686105251,4.065374851226807
intraparenchymal,ID_9854fab00,0.9045805604895577,2.887338399887085
intraparenchymal,ID_13726f379,0.7806752162054181,2.454261302947998
intraparenchymal,ID_2567b0a65,0.8656948648393155,4.459594249725342
intraparenchymal,ID_534f43c5e,0.6841675775125623,4.349874496459961
intraparenchymal,ID_0762edb15,0.868727695196867,2.83040452003479
intraparenchymal,ID_2850f7586,0.8515215747058391,2.8213460445404053
intraparenchymal,ID_49492b909,0.8919632030650974,7.876204967498779
intraparenchymal,ID_8afce97ae,0.9378523807623423,6.079833030700684
intraparenchymal,ID_f653e1fb4,0.6990925727412105,2.928302764892578
intraparenchymal,ID_9bd56a58a,0.9604334809817374,4.908383846282959
intraparenchymal,ID_b4680e561,0.7481109794229269,7.082176208496094
intraparenchymal,ID_5b28f46b4,0.9738393064122647,4.666408538818359
intraparenchymal,ID_71cb9ac79,0.48914456088095903,8.36064624786377
intraparenchymal,ID_31db48a61,0.7638340003788471,20.329620361328125
intraparenchymal,ID_5e7ee36be,0.8370427226647734,12.314976692199707
intraparenchymal,ID_2615c3358,0.8062165513634681,3.5569710731506348
intraparenchymal,ID_4a10b9312,0.8671702293679118,2.664663791656494
intraparenchymal,ID_b4e7ed48a,0.8956743910908699,3.374218225479126
intraparenchymal,ID_2e8e077b5,0.8895962403155864,4.994373798370361
intraparenchymal,ID_3375b1195,0.8612680585123599,2.384134292602539
intraparenchymal,ID_4c98e0dfe,0.8652684513479472,7.278932094573975
intraparenchymal,ID_864856e6a,0.3165666923858225,3.5700676441192627
intraparenchymal,ID_fc9c6a4b0,0.805291538964957,7.102104663848877
intraparenchymal,ID_37c455557,0.9156580828130245,2.879878282546997
intraparenchymal,ID_3c4f105df,0.9591706924140453,6.853231430053711
intraparenchymal,ID_5ae389134,0.856554908119142,5.508637428283691
intraparenchymal,ID_52ab3d3b9,0.9598040899261833,1.6189361810684204
intraparenchymal,ID_06f16c9e3,0.9010596084408462,8.867201805114746
intraparenchymal,ID_36862613a,0.9214718174189329,7.7109293937683105
intraparenchymal,ID_9f49b27a7,0.9244775960221887,3.7233495712280273
intraparenchymal,ID_19924c377,0.504210676252842,10.731352806091309
intraparenchymal,ID_a54626c85,0.8389116229489446,6.064995288848877
intraparenchymal,ID_1c6ca35f4,0.3402601543813944,14.08946418762207
intraparenchymal,ID_5938bbd36,0.4100582422222942,10.279755592346191
intraparenchymal,ID_12f928a51,0.9405498317442834,9.067153930664062
intraparenchymal,ID_02f7a40d4,0.8659606950357557,3.5404343605041504
intraparenchymal,ID_4f392a199,0.8681048224214465,26.38913917541504
intraparenchymal,ID_24ad462e8,0.5242085933685303,27.487659454345703
intraparenchymal,ID_b55f756d8,0.9524713968858123,6.4188690185546875
intraparenchymal,ID_5c58a1688,0.9457139352802187,4.2452392578125
intraparenchymal,ID_e3e23aaee,0.9045669762417674,5.6936445236206055
intraparenchymal,ID_06ca724d4,0.36537616290152075,13.04670524597168
intraventricular,ID_6d6a6f903,0.8482513775117695,1.6919381618499756
intraventricular,ID_20a52d337,0.8487381405197084,8.087281227111816
intraventricular,ID_490c92acb,0.5351511332206428,42.65885543823242
intraventricular,ID_0a4473c1a,0.9224622387439012,7.372418403625488
intraventricular,ID_87e4be81e,0.7100553471595049,5.114157199859619
intraventricular,ID_a80d396b5,0.6932765085250139,8.74311637878418
intraventricular,ID_3a21cd740,0.7830736732110382,19.06437873840332
intraventricular,ID_809fe16b0,0.4484449094859883,17.113821029663086
intraventricular,ID_1473ee5d3,0.4384328323882073,13.037914276123047
intraventricular,ID_0410aa08f,0.614618122484535,36.261390686035156
intraventricular,ID_1542b1de1,0.9129248019307852,4.443404674530029
intraventricular,ID_b753b84a1,0.936296341009438,3.0926167964935303
intraventricular,ID_73500f54c,0.8821902442723513,18.133878707885742
intraventricular,ID_c3756f3c0,0.9252822662238032,5.82767391204834
intraventricular,ID_d8a832e61,0.8565194909926503,8.052614212036133
intraventricular,ID_cb3c4c408,0.7938766514882445,18.114953994750977
intraventricular,ID_21c270cb6,0.784104320127517,9.665261268615723
intraventricular,ID_c479c80bf,0.7243775120005012,13.42424201965332
intraventricular,ID_7deac4997,0.4128201327286661,9.294597625732422
intraventricular,ID_2ede4b85e,0.6769489000085741,14.090232849121094
intraventricular,ID_c3c4c8171,0.3018073771614581,33.109840393066406
intraventricular,ID_52ca3c9d8,0.6435012681409716,20.455806732177734
intraventricular,ID_03d4d29e6,0.8680593453347683,9.947721481323242
intraventricular,ID_d89fd28d0,0.8060489706229419,21.17061996459961
intraventricular,ID_46d2aad4d,0.7406578781548887,5.794990539550781
intraventricular,ID_3ceaca72a,0.8866227191872895,9.28598403930664
intraventricular,ID_1e595c717,0.7227889890666119,24.024675369262695
intraventricular,ID_2b1243177,0.9092079910449684,19.733335494995117
intraventricular,ID_0a184b452,0.5168659713119268,34.931339263916016
intraventricular,ID_a7ec4c48c,0.921236468385905,1.6152316331863403
intraventricular,ID_734086ff5,0.6011973555432633,9.941962242126465
intraventricular,ID_a6f9ccc6e,0.714003299549222,26.537128448486328
intraventricular,ID_227958015,0.8355167464353144,9.060911178588867
intraventricular,ID_c174f3eb4,0.778232965245843,10.516464233398438
intraventricular,ID_c911e0bc6,0.8030183983966708,2.086827278137207
intraventricular,ID_edbfff7c0,0.9120757443946786,5.294161796569824
intraventricular,ID_c579c0f49,0.790016675950028,12.894989013671875
intraventricular,ID_64f00f7f2,0.7764203422702849,11.973212242126465
intraventricular,ID_76fecea35,0.8075498593971133,6.318362236022949
intraventricular,ID_e98f3c7c5,0.8237947792746126,17.188745498657227
intraventricular,ID_bd9cdd553,0.8138087027764414,4.18034029006958
intraventricular,ID_098ed604d,0.8530760039575398,10.584474563598633
intraventricular,ID_a7a2d5f29,0.7533448259113357,24.66181755065918
intraventricular,ID_fe8d2849d,0.8615696196909994,5.856647968292236
intraventricular,ID_fce8db58f,0.874872628855519,14.859153747558594
intraventricular,ID_f43998010,0.654784656490665,8.533421516418457
intraventricular,ID_892f7eb53,0.8496915185591206,9.889874458312988
intraventricular,ID_3498ccc08,0.7578753723297268,10.121583938598633
intraventricular,ID_51597ebc2,0.47090411814861,19.11180877685547
intraventricular,ID_2a1e9ee91,0.8118976569734514,8.035659790039062
subarachnoid,ID_0fe4a25ef,0.5414731977507472,33.38895797729492
subarachnoid,ID_374e49c52,0.2572068624198437,28.547910690307617
subarachnoid,ID_432864f4f,0.7369441721588373,21.726783752441406
subarachnoid,ID_d21c88ad8,0.7172523245215416,19.39750099182129
subarachnoid,ID_7e22524ef,0.3692418547347188,17.06990623474121
subarachnoid,ID_8e84dcc12,0.9195598184596747,24.422496795654297
subarachnoid,ID_632e0c344,0.752099491469562,19.297346115112305
subarachnoid,ID_564bc0102,0.41058768406510354,39.71440505981445
subarachnoid,ID_095fffb85,0.4663317136466503,15.93998908996582
subarachnoid,ID_9bdae29da,0.2739262031391263,14.002360343933105
subarachnoid,ID_e226637a8,0.8696779462508857,8.197707176208496
subarachnoid,ID_ad4f691af,0.5619137447327376,13.606078147888184
subarachnoid,ID_7187aab0a,0.6803940147161484,13.584370613098145
subarachnoid,ID_60b3d5a8f,0.47881521806120875,23.166704177856445
subarachnoid,ID_220ba8fb2,0.7722767626866698,44.61034393310547
subarachnoid,ID_1636eb583,0.6576657287776471,9.513233184814453
subarachnoid,ID_129a3b97b,0.6515740714967251,23.861438751220703
subarachnoid,ID_a0468bd50,0.516230309708044,18.663028717041016
subarachnoid,ID_2c01eda6b,0.2764172775670886,16.801265716552734
subarachnoid,ID_1a5ea6479,0.512774770334363,5.876511573791504
subarachnoid,ID_ee478bfa3,0.622026027739048,6.839719295501709
subarachnoid,ID_b90644abf,0.30915030036121605,30.144495010375977
subarachnoid,ID_fd8f895cd,0.6158151231706143,12.117424011230469
subarachnoid,ID_3585118d5,0.4798242784105241,18.641237258911133
subarachnoid,ID_6429e4b6d,0.7924840407446027,25.456588745117188
subarachnoid,ID_299d22883,0.43368824794888494,22.941192626953125
subarachnoid,ID_1f4f1c8eb,0.8612027540802956,15.457260131835938
subarachnoid,ID_86c3f04fa,0.7867542285472154,9.220354080200195
subarachnoid,ID_4717b87d8,0.20920891612768172,16.824007034301758
subarachnoid,ID_c905fb157,0.750516155641526,25.264490127563477
subarachnoid,ID_63e4b0c72,0.27953622192144395,13.097857475280762
subarachnoid,ID_43549f518,0.8104466388002038,14.584744453430176
subarachnoid,ID_c20ae0863,0.34962278623133897,32.69520568847656
subarachnoid,ID_dfb5c288c,0.5951709352433682,19.412189483642578
subarachnoid,ID_8170ea0dc,0.48257223777472974,19.114694595336914
subarachnoid,ID_6d53d8a10,0.2730649022385478,28.115633010864258
subarachnoid,ID_906eb705a,0.3807326529175043,21.099376678466797
subarachnoid,ID_e9147b246,0.844342113705352,7.003961086273193
subarachnoid,ID_4cf9db92b,0.6544862830080092,11.50147819519043
subarachnoid,ID_face7b6cc,0.8584729867056012,19.0340518951416
subarachnoid,ID_0c8108302,0.7583703212440014,19.32777214050293
subarachnoid,ID_e06a13c99,0.4227543498389423,24.809593200683594
subarachnoid,ID_b176aa05d,0.6132823258638382,17.727697372436523
subarachnoid,ID_fabd8c5cb,0.5365845367312432,40.88326644897461
subarachnoid,ID_a5c91be4b,0.3032681494951248,50.97506332397461
subarachnoid,ID_4e2df38ab,0.5847838219255209,18.44371223449707
subarachnoid,ID_e69ab1cd1,0.7835610710084439,18.78084945678711
subarachnoid,ID_60ecf8d71,0.2682755246758461,18.819089889526367
subarachnoid,ID_a36b96d35,0.26359739638864993,21.198884963989258
subarachnoid,ID_1c7a42dd4,0.6159393642097711,25.329492568969727
subdural,ID_b340ebdde,0.6181357301771641,17.05548667907715
subdural,ID_3ff07e5b6,0.5596412192098796,15.605207443237305
subdural,ID_84c20a2d8,0.6228511109948158,13.723028182983398
subdural,ID_9abe19091,0.48270070999860765,19.159440994262695
subdural,ID_2e8fac029,0.25521317273378374,21.312021255493164
subdural,ID_42ca33669,0.3626938361674547,15.306485176086426
subdural,ID_e5a6e37a5,0.8316286113113165,7.8715691566467285
subdural,ID_cba075cb2,0.25398200675845145,37.999114990234375
subdural,ID_2935dbb1e,0.7399022927507758,18.592077255249023
subdural,ID_809d01545,0.5160479336977005,9.038248062133789
subdural,ID_8cce4ef14,0.5050255581736565,41.893611907958984
subdural,ID_fa2a6ab45,0.5739087902009488,5.29181432723999
subdural,ID_9c7e9e807,0.49202472157776356,18.01994514465332
subdural,ID_54a2d18bd,0.6249985702335834,13.698405265808105
subdural,ID_bed8dfca5,0.6858430951833725,12.486145973205566
subdural,ID_f21653a81,0.4294812433421612,12.219637870788574
subdural,ID_aea9bede6,0.7836211568675935,14.19894790649414
subdural,ID_d355c478a,0.6222783144563436,14.627409934997559
subdural,ID_9898ec640,0.46235720366239547,12.133025169372559
subdural,ID_e44d5bb04,0.5125196546316146,16.360435485839844
subdural,ID_0abddf804,0.4330063499510288,18.356021881103516
subdural,ID_ea6e50d14,0.36687316875904796,23.215673446655273
subdural,ID_a33bf04fe,0.2884802002459764,7.880582332611084
subdural,ID_c281a9e04,0.7777756705880166,13.471978187561035
subdural,ID_e752e1339,0.7781920421868562,11.3038911819458
subdural,ID_860d1beba,0.5482146475464106,35.06861114501953
subdural,ID_9e3601b99,0.46556631103157997,8.474170684814453
subdural,ID_3c595b841,0.4910834774374962,8.05545425415039
subdural,ID_8ecb4b900,0.3132775116711855,45.34489822387695
subdural,ID_ff8ca377a,0.45475356951355933,30.0342960357666
subdural,ID_af9d46918,0.7307707570493222,9.577071189880371
subdural,ID_7b2ccacaf,0.3943408004939556,14.24868392944336
subdural,ID_b18c21d05,0.6944103144109249,14.438721656799316
subdural,ID_43d5bedc3,0.33058502078056334,14.490386962890625
subdural,ID_798bb7232,0.2206302784383297,17.048816680908203
subdural,ID_9828846e7,0.4504042752087116,16.340755462646484
subdural,ID_5594e933e,0.5011619471013546,11.009047508239746
subdural,ID_f82fc3d0e,0.5611246019601822,7.65268087387085
subdural,ID_810733634,0.7564424195326864,12.585066795349121
subdural,ID_c3c05cbb4,0.7874191394192167,10.4568452835083
subdural,ID_373b91121,0.46117973439395427,18.850717544555664
subdural,ID_67adc6a8d,0.2802729681134224,31.163599014282227
subdural,ID_a65f8b076,0.5115623243153096,14.691357612609863
subdural,ID_b457c0151,0.6531578123569488,16.67829132080078
subdural,ID_57f364001,0.777654729411006,28.816713333129883
subdural,ID_f2d174520,0.4759783536195755,17.830806732177734
subdural,ID_3cf064bb8,0.5702025596052408,16.93621063232422
subdural,ID_abe9de82e,0.5696546159684658,19.06694984436035
subdural,ID_5669cf8d6,0.5120106272399425,26.310976028442383
subdural,ID_a3ae4e84f,0.18454329743981362,24.553611755371094
